,tweet,label
1747,kiwibardy,real
1748,the,real
1749,get,real
1750,hantavirus,fake
1751,president,fake
1752,accord,fake
1753,indiafightscorona,real
1754,population,fake
1755,its,fake
1756,trumps,fake
1757,there,fake
1758,as,real
1759,hold,fake
1760,bolivia,fake
1761,the,fake
1762,thankfully,real
1763,tectonic,fake
1764,coronavirus,fake
1765,texas,real
1766,do,real
1767,the,fake
1768,the,fake
1769,this,real
1770,as,real
1771,university,fake
1772,ivankatrump,fake
1773,quotes,fake
1774,white,fake
1775,facebook,fake
1776,coronavirus,real
1777,a,fake
1778,rt,real
1779,barotrauma,real
1780,take,fake
1781,yesterday,real
1782,can,real
1783,in,real
1784,as,real
1785,cover,real
1786,senate,fake
1787,cdc,real
1788,different,real
1789,president,fake
1790,it,real
1791,see,fake
1792,a,fake
1793,philippines,fake
1794,your,fake
1795,people,fake
1796,however,real
1797,rt,real
1798,its,fake
1799,the,real
1800,facebook,fake
1801,a,fake
1802,the,fake
1803,be,real
1804,coronavirus,fake
1805,wear,fake
1806,photo,fake
1807,autopsy,fake
1808,our,real
1809,israeli,fake
1810,as,real
1811,new,fake
1812,there,real
1813,test,fake
1814,no,fake
1815,a,fake
1816,unicef,fake
1817,with,real
1818,the,fake
1819,we,fake
1820,in,real
1821,school,real
1822, ,real
1823,state,real
1824,rt,real
1825,knowthefact,real
1826,retractionhydroxychloroquine,fake
1827,a,real
1828,drop,real
1829,as,fake
1830,a,fake
1831,populous,real
1832,cdcmmwr,real
1833,olympic,fake
1834,image,fake
1835,as,real
1836,covid,real
1837,as,real
1838,twt2abhi,real
1839,a,fake
1840,who,real
1841,indiafightscorona,real
1842,arizona,real
1843,evidence,real
1844,president,fake
1845,the,fake
1846,bill,fake
1847,amid,fake
1848,new,real
1849,in,fake
1850,with,fake
1851,joe,fake
1852,today,real
1853,prince,fake
1854,as,real
1855,a,fake
1856,health,real
1857,the,fake
1858,toronto,fake
1859,yayitsrob,real
1860,north,real
1861,the,real
1862,how,real
1863,the,fake
1864,indiafightscorona,real
1865,664,real
1866,today,real
1867,sri,fake
1868,if,real
1869,indiafightscorona,real
1870,david,fake
1871,a,fake
1872,and,real
1873,clinician,real
1874,drink,fake
1875,some,real
1876,boyac,fake
1877,school,real
1878,rt,real
1879,there,fake
1880,on,real
1881,a,fake
1882,laboratory,real
1883,news,fake
1884,h1n1,fake
1885,what,fake
1886,steam,fake
1887,new,real
1888,constant,fake
1889,brazilian,fake
1890,fox,fake
1891,australia,real
1892,netflixs,fake
1893,the,fake
1894,number,fake
1895,a,real
1896,rt,real
1897,our,real
1898,transparency,real
1899,coronavirus,fake
1900,so,fake
1901,after,fake
1902,hhs,real
1903,in,real
1904,indiafightscorona,real
1905,the,real
1906,god,fake
1907,pedro,fake
1908,president,fake
1909,as,real
1910,trump,fake
1911,the,real
1912,grocery,fake
1913,if,fake
1914,man,fake
1915,we,real
1916,day2lockdown,fake
1917,this,fake
1918,coronavirusupdates,real
1919,its,real
1920,californias,real
1921,integrate,real
1922,doctor,fake
1923,update,real
1924,eat,fake
1925,indiafightscorona,real
1926,kowheori19,real
1927,rt,real
1928,there,fake
1929,bill,fake
1930,over,real
1931,I,fake
1932,a,fake
1933,yesterday,real
1934,today,real
1935,a,fake
1936,seanmdav,fake
1937,a,fake
1938,with,fake
1939,emas,real
1940,rt,real
1941,aggressive,real
1942,not,fake
1943,a,fake
1944,it,real
1945,econstandard,fake
1946,indiafightscorona,real
1947,the,real
1948,till,real
1949,another,real
1950,vinlew,real
1951,all,fake
1952,covid19,real
1953,covid19,real
1954,by,fake
1955,ease,real
1956,our,real
1957,initial,real
1958,cdc,real
1959,the,real
1960,coronavirus,fake
1961,local,fake
1962,blow,fake
1963,our,real
1964,kroger,fake
1965,we,real
1966,our,real
1967,covid19,real
1968,clemson,fake
1969,as,real
1970,the,real
1971,nine,real
1972,I,fake
1973,sir,real
1974,kanika,fake
1975,its,real
1976,yesterday,real
1977,test,real
1978,trump,fake
1979,three,fake
1980,we,real
1981,some,real
1982,fauci,real
1983,many,real
1984,so,fake
1985,coronavirusupdates,real
1986,fed,real
1987,coronavirus,real
1988,you,real
1989,paramilitary,fake
1990,clinician,real
1991,as,fake
1992,coronavirus,real
1993,this,fake
1994,dr,real
1995,news,fake
1996,when,real
1997,two,real
1998,the,real
1999,bill,fake
2000,covid,real
2001,say,fake
2002,dear,fake
2003,our,real
2004,fruit,fake
2005,a,fake
2006,I,fake
2007,prime,real
2008,new,real
2009,news,fake
2010,claim,fake
2011,indiafightscorona,real
2012,president,fake
2013,deficient,fake
2014,indiafightscorona,real
2015,indiafightscorona,real
2016,a,fake
2017,icymi,fake
2018,a,fake
2019,can,fake
2020,the,fake
2021,parent,real
2022,government,fake
2023,finally,real
2024,practice,real
2025,there,fake
2026,over,fake
2027,coronavirusupdates,real
2028,the,fake
2029,justinhart,real
2030,the,fake
2031,true,fake
2032,59,fake
2033,chinese,fake
2034,covid19,real
2035,rt,real
2036,mauritius,real
2037,andhra,fake
2038,canada,fake
2039,also,real
2040,attractive,fake
2041,the,real
2042,govt,fake
2043,few,fake
2044,people,fake
2045,people,fake
2046,in,real
2047,the,real
2048,kytheanticomguy,fake
2049, ,real
2050,news,fake
2051,a,fake
2052,as,fake
2053,chinese,fake
2054,indiafightscorona,real
2055,coronavirusupdate,real
2056,a,fake
2057,follow,real
2058,in,real
2059,look,real
2060,a,fake
2061,gilead,real
2062,when,fake
2063,so,real
2064,at,real
2065,sanitary,fake
2066,cnni,fake
2067,the,real
2068,pompeo,fake
2069,our,real
2070,cardiac,real
2071,coronavirusupdates,real
2072,the,fake
2073,this,fake
2074,at,fake
2075,homeopathic,fake
2076,datum,real
2077,imtherealdmac,real
2078,say,fake
2079,I,fake
2080, ,fake
2081,5,real
2082,this,fake
2083,assassination,fake
2084,would,fake
2085,can,fake
2086,with,real
2087,chinas,fake
2088,156,real
2089,break,fake
2090,if,real
2091,our,real
2092,look,real
2093,coronavirus,real
2094,why,real
2095,say,fake
2096,if,real
2097,wash,real
2098,the,real
2099,break,fake
2100,georgia,real
2101,the,real
2102,coronavirusupdate,real
2103,madhukishwar,fake
2104,originator,fake
2105,rural,real
2106,news,fake
2107,on,real
2108,if,fake
2109,63400,real
2110,local,fake
2111,indiafightscorona,real
2112,footballer,fake
2113,I,real
2114,coronavirus,real
2115,and,real
2116,rt,real
2117,coronavirusupdates,real
2118,italy,fake
2119,jamal,fake
2120,pope,fake
2121,people,real
2122,661,real
2123,our,real
2124,in,fake
2125,as,real
2126,developer,fake
2127,coronavirusupdates,real
2128,in,fake
2129,expert,fake
2130,say,fake
2131,china,fake
2132,indiafightscorona,real
2133,rt,real
2134,there,real
2135,almost,real
2136,unused,fake
2137,asymptomatic,real
2138,rt,real
2139,italian,fake
2140,doctor,real
2141,as,real
2142,the,real
2143,a,fake
2144,rt,real
2145,late,real
2146,our,real
2147,our,real
2148,hospital,fake
2149,diary,fake
2150,video,fake
2151,hcps,real
2152,with,real
2153,the,fake
2154,indiafightscorona,real
2155,also,fake
2156,covid,fake
2157,picture,fake
2158,cdc,fake
2159,these,real
2160,coronavirusupdates,real
2161,black,fake
2162,last,fake
2163,michigan,real
2164,the,real
2165,victorian,fake
2166,as,real
2167,use,real
2168,we,real
2169, ,real
2170,a,fake
2171,hselive,fake
2172,rt,real
2173,realdonaldtrump,fake
2174,but,fake
2175,covid19,fake
2176,this,real
2177,aamir,fake
2178,our,real
2179,american,fake
2180,pediatric,real
2181,the,real
2182,update,real
2183,rt,real
2184,late,real
2185,a,fake
2186,wildfire,real
2187,the,real
2188,wuhan,fake
2189,our,real
2190,87,real
2191,survey,real
2192,one,real
2193,indiafightscorona,real
2194,giles7452,fake
2195,as,real
2196,we,fake
2197,do,fake
2198,dcgi,real
2199,as,real
2200,our,real
2201,rt,real
2202,none,real
2203,you,fake
2204,be,real
2205,pjpaton,fake
2206,news,fake
2207,you,real
2208,bancheneproduct,real
2209,this,fake
2210,autopsy,fake
2211,if,fake
2212,video,fake
2213,flu,fake
2214,young,fake
2215,a,fake
2216,update,real
2217,indiafightscorona,real
2218,alexharv074,fake
2219,there,fake
2220,why,real
2221,image,fake
2222,india,real
2223,a,fake
2224,nigerias,real
2225,akira,fake
2226,erwillia,real
2227,britain,real
2228,our,real
2229,every,fake
2230,african,fake
2231,after,fake
2232,drink,fake
2233,be,real
2234,cyborgnot,real
2235,indiafightscorona,real
2236,this,fake
2237,covid,real
2238,our,real
2239,rt,real
2240,how,real
2241,one,real
2242,qq,fake
2243,it,real
2244,nicola,real
2245,only,real
2246,ucla,real
2247,indiafightscorona,real
2248,our,real
2249,news,fake
2250,enhance,fake
2251,wear,fake
2252,lastly,real
2253,shriduttrao,real
2254,coroanvirus,real
2255,the,real
2256,fatherbob,fake
2257,as,real
2258,indian,fake
2259,our,real
2260,a,fake
2261,covid19,real
2262,our,real
2263,ease,real
2264,as,real
2265,the,fake
2266,a,fake
2267,a,fake
2268,essential,real
2269,the,real
2270,as,real
2271,continuous,fake
2272,coronavirusupdate,real
2273,trump,fake
2274,ppe,real
2275,continue,real
2276,corona,fake
2277,covid19,real
2278,mask,real
2279,also,real
2280,for,real
2281,president,fake
2282,break,fake
2283,rt,real
2284,covid19,real
2285,claim,fake
2286,case,real
2287,say,fake
2288,220,real
2289,coronavirusupdates,real
2290,indiafightscorona,real
2291,putin,fake
2292,news,fake
2293,the,fake
2294,there,real
2295,happen,fake
2296,any,fake
2297,we,real
2298,president,fake
2299,the,real
2300,rt,real
2301,indiafightscorona,real
2302,demonstrator,real
2303,our,real
2304,why,real
2305,coronavirus,fake
2306,our,real
2307,vaccine,fake
2308,a,fake
2309,while,real
2310,update,real
2311,pmoindia,fake
2312,yesterday,real
2313,the,fake
2314,it,real
2315,but,real
2316,climatekids2,real
2317,our,real
2318,lesamitchell,real
2319,death,fake
2320,use,real
2321,eight,real
2322,never,real
2323,its,real
2324,indian,fake
2325,there,real
2326,if,real
2327,madagascar,fake
2328,factcheck,fake
2329,this,fake
2330,as,fake
2331,youth,real
2332,maduro,fake
2333,the,real
2334,coronavirus,real
2335,the,fake
2336,a,fake
2337,rt,real
2338,evin,real
2339,a,fake
2340,david,fake
2341,coronavirusupdates,real
2342,arbidol,fake
2343,man,fake
2344,for,real
2345,cuban,fake
2346,a,fake
2347,coronavirus,real
2348,ncdcinthenews,real
2349,politically,fake
2350,report,fake
2351,indiafightscorona,real
2352,in,fake
2353,tanzania,fake
2354,rt,real
2355,recover,real
2356,increase,fake
2357,say,fake
2358,when,fake
2359,indian,fake
2360,3,fake
2361,underrate,fake
2362,our,real
2363,our,real
2364,ufc,fake
2365,evander,fake
2366,389,real
2367,indiafightscorona,real
2368,rt,real
2369,chicagosmayor,fake
2370,710,real
2371,covid19,real
2372,indiafightscorona,real
2373, ,real
2374,hcp,real
2375,indiafightscorona,real
2376,of,real
2377,there,real
2378,italy,fake
2379,label,fake
2380,the,real
2381,do,real
2382,madagascar,fake
2383,trump,fake
2384,news,fake
2385,132,real
2386,a,fake
2387,video,fake
2388,the,real
2389,demand,fake
2390,news,fake
2391,the,real
2392,the,real
2393,say,fake
2394,indiafightscorona,real
2395,93,fake
2396,indiafightscorona,real
2397,mask,fake
2398,my,fake
2399,the,fake
2400,canada,fake
2401,our,real
2402,indiafightscorona,real
2403,the,fake
2404,outofthedarkage,fake
2405,hydroxychloroquine,real
2406,the,fake
2407,the,real
2408,chinese,fake
2409,daniel,fake
2410,33,real
2411,coronavirus,fake
2412,rt,real
2413,as,real
2414,covid19,fake
2415,when,fake
2416,standby,real
2417,who,fake
2418,unless,fake
2419,prattle,fake
2420,update,real
2421,wash,fake
2422,say,fake
2423,the,fake
2424,the,real
2425,nationally,real
2426,yesterday,real
2427,for,real
2428,a,fake
2429,china,fake
2430,study,fake
2431,the,real
2432,harvard,fake
2433,60,fake
2434,mine,fake
2435,justice,real
2436,testing,real
2437,an,real
2438,today,real
2439,pantherman45,real
2440,a,fake
2441,face,real
2442,65,fake
2443,a,real
2444,our,real
2445,there,real
2446,with,fake
2447,the,real
2448,of,real
2449,rt,real
2450,there,real
2451,sometimes,real
2452,drharshvardhan,real
2453,the,real
2454,it,real
2455,nice,real
2456,who,real
2457,910,real
2458,today,real
2459,the,fake
2460,the,fake
2461,people,fake
2462,covid19,real
2463,as,real
2464,its,real
2465,our,real
2466,a,fake
2467,authority,fake
2468,if,real
2469,video,fake
2470,because,fake
2471,news,fake
2472,flu,fake
2473,indiafightscorona,real
2474,there,real
2475,a,fake
2476,443,real
2477,the,fake
2478,more,fake
2479,an,fake
2480,good,fake
2481,state,real
2482,covid19,fake
2483,a,fake
2484,fmohnigeria,real
2485,taiwanese,fake
2486,there,real
2487,most,real
2488,I,fake
2489,they,fake
2490,rt,real
2491,clearly,fake
2492,image,fake
2493,quote,fake
2494,before,real
2495,publichealthreport,real
2496,vermont,real
2497,the,fake
2498,the,real
2499,shopper,fake
2500,there,real
2501,reopen,real
2502,nebraska,real
2503,do,fake
2504,yesterday,real
2505,amid,real
2506,a,fake
2507,our,real
2508,new,real
2509,nashville,fake
2510,an,fake
2511,in,real
2512,most,real
2513,rt,real
2514,kenyan,fake
2515,pm,fake
2516,you,fake
2517,a,real
2518,manage,real
2519,rt,real
2520,sisi,fake
2521,viral,fake
2522,as,real
2523,georgia,fake
2524,wuhan,fake
2525,baileinis,fake
2526,camila,fake
2527,old,fake
2528,a,fake
2529,no,fake
2530,there,real
2531,acc,real
2532,female,real
2533,the,real
2534,nsci,fake
2535,a,fake
2536,by,real
2537,underlying,real
2538,5,fake
2539,many,real
2540,the,fake
2541,there,real
2542,indiafightscorona,real
2543,however,real
2544,people,fake
2545,labours,real
2546,such,real
2547,386,real
2548,we,real
2549,a,fake
2550,news,fake
2551,world,fake
2552,in,fake
2553,alabama,real
2554,covid19,real
2555,a,fake
2556,the,real
2557,the,real
2558, ,real
2559,underlying,real
2560,myrtle,fake
2561,herd,fake
2562,as,fake
2563,donald,fake
2564,covid19,real
2565,there,real
2566,the,fake
2567,claim,fake
2568,covid19,real
2569,coronavirusupdate,real
2570,new,fake
2571,queens,fake
2572,a,fake
2573,our,real
2574,over,real
2575,note,real
2576,terrify,fake
2577,test,real
2578,rt,real
2579,scream,fake
2580,imdanthompson,fake
2581,care,real
2582,fenugreek,fake
2583,briton,real
2584,195,real
2585,joe,fake
2586,the,real
2587,say,fake
2588,saint,fake
2589,news,fake
2590,there,real
2591,fifty,real
2592,coronavirusupdates,real
2593,for,fake
2594,dead,fake
2595,coronavirusupdate,fake
2596,in,fake
2597,jobless,fake
2598,coronavirus,real
2599,91,real
2600,claim,fake
2601,a,fake
2602,forty,fake
2603,covid19,fake
2604,rt,real
2605,new,real
2606,meanwhile,real
2607,cdc,real
2608,photo,fake
2609,coronaviru,fake
2610,several,real
2611,followlasg,real
2612,mosquito,fake
2613,here,real
2614,bbmp,fake
2615,prince,fake
2616,if,real
2617,hcps,real
2618,if,real
2619,old,real
2620,indiafightscorona,real
2621,we,fake
2622,health,fake
2623,an,fake
2624,10,fake
2625,rt,real
2626,an,fake
2627,6,real
2628,many,real
2629,chitraaum,fake
2630,as,real
2631,you,fake
2632,rt,real
2633,452,real
2634,who,fake
2635,a,fake
2636,a,fake
2637,195,real
2638,acc,real
2639,trump,fake
2640,the,fake
2641,rt,real
2642,our,real
2643,indiafightscorona,real
2644,photo,fake
2645,242,real
2646,from,fake
2647,rt,real
2648,child,real
2649,neem,fake
2650,our,real
2651,dallas,fake
2652,this,real
2653,that,real
2654,the,fake
2655,india,fake
2656,the,fake
2657,death,real
2658,say,fake
2659,over,fake
2660,under,fake
2661,mess,fake
2662,new,real
2663,rock,fake
2664,they,real
2665,indiafightscorona,real
2666,cybertiiger,real
2667,orwell,fake
2668,as,real
2669,we,real
2670,indiafightscorona,real
2671,still,real
2672,after,fake
2673,vaccine,real
2674,pelotas,fake
2675,warm,fake
2676,a,fake
2677,nancy,fake
2678,army,fake
2679,I,fake
2680,icmr,real
2681,the,fake
2682,hundred,fake
2683,very,real
2684,maharashtra,fake
2685,covid19,fake
2686,mcdonald,fake
2687,coronavirusupdates,real
2688,photograph,fake
2689,today,real
2690,c4etech,fake
2691,country,fake
2692,argentinian,fake
2693,indiafightscorona,real
2694,18,real
2695,a,fake
2696,italian,fake
2697,a,fake
2698,this,fake
2699,the,fake
2700,finally,fake
2701,as,real
2702,please,real
2703,indiafightscorona,real
2704,the,real
2705,yesterday,real
2706,our,real
2707,a,fake
2708,today,real
2709,brazilian,fake
2710,the,real
2711,dr,fake
2712,cdc,fake
2713,everyone,real
2714,the,real
2715,olympics,fake
2716,a,real
2717,henry,fake
2718,all,fake
2719,brazil,real
2720,today,real
2721,our,real
2722,medical,fake
2723,fan,fake
2724,604,real
2725,case,real
2726,prince,real
2727,963,fake
2728,chrisleenders1,fake
2729,I,fake
2730,coronavirusupdates,real
2731,nice,real
2732,coronavirus,fake
2733,the,fake
2734,if,real
2735,indiafightscorona,real
2736,I,fake
2737,return,real
2738,yesterday,real
2739,cdc,fake
2740,use,fake
2741,the,real
2742,tomorrow,real
2743,wuhan,fake
2744,rt,real
2745,this,real
2746,alabama,real
2747,take,fake
2748,restaurant,real
2749,coronavirus,fake
2750,new,real
2751,ancient,fake
2752,update,real
2753,our,real
2754,mans,fake
2755,when,real
2756,our,real
2757,swintersection,real
2758,text,fake
2759,as,real
2760,rt,fake
2761,I,real
2762,drink,fake
2763,who,fake
2764,the,real
2765,senatedem,fake
2766,susankilfoy,fake
2767,reduce,fake
2768,obama,fake
2769,angela,real
2770,fox,fake
2771,coronavirus,real
2772,a,fake
2773,in,fake
2774,infointerest,real
2775,how,fake
2776,a,fake
2777,indiafightscorona,real
2778,indian,fake
2779,claim,fake
2780,rt,real
2781,in,real
2782,it,real
2783,anyone,real
2784,countin,fake
2785,18,real
2786,12,real
2787,ncaa,fake
2788,be,fake
2789,coronavirus,fake
2790,both,fake
2791,italy,fake
2792,coronavirusupdate,real
2793,update,real
2794,fakenewsalert,fake
2795,major,fake
2796,photo,fake
2797,be,fake
2798,four,real
2799,coronavirusupdates,real
2800,it,real
2801,connecticut,real
2802,the,real
2803,rt,real
2804,roberto,fake
2805,everyone,real
2806,migrant,fake
2807,news,fake
2808,israel,fake
2809,cdc,fake
2810,indiafightscorona,real
2811,update,real
2812,aintropy,real
2813,state,real
2814,there,real
2815,a,fake
2816,in,fake
2817,a,fake
2818,as,real
2819,covid19,fake
2820,wearespartan,fake
2821,muradabad,fake
2822,israel,fake
2823,coronavirusupdate,real
2824,floridas,real
2825,follow,fake
2826,dialysis,real
2827,dr,fake
2828,india,fake
2829,our,real
2830,news,fake
2831,indiafightscorona,real
2832,bill,fake
2833,peep,fake
2834,rt,real
2835,at,fake
2836,the,real
2837,people,fake
2838,support,real
2839,rt,real
2840,staff,real
2841,nasa,fake
2842,rt,fake
2843,penny,fake
2844,an,fake
2845,fact,fake
2846,covid19nigeria,real
2847,india,fake
2848,college,fake
2849,say,fake
2850,burglar,fake
2851,in,fake
2852,indiafightscorona,real
2853,the,real
2854,not,fake
2855,georgia,real
2856,public,fake
2857,this,fake
2858,this,real
2859,coronavirusupdates,real
2860,cdc,real
2861,rt,real
2862,the,fake
2863,no,fake
2864,claim,fake
2865,we,real
2866,a,fake
2867,as,real
2868,there,real
2869,coronavirus,real
2870,multiple,fake
2871,the,fake
2872,covid19,fake
2873,many,real
2874,metformin,real
2875,on,real
2876,meet,fake
2877,an,fake
2878,in,real
2879,while,real
2880,we,fake
2881,coronavirus,real
2882,more,real
2883,340,real
2884,say,fake
2885,chicken,fake
2886,the,real
2887,muslim,fake
2888,indian,fake
2889,176,real
2890,update,real
2891,trump,real
2892,breakinghot,fake
2893,weekly,real
2894,new,real
2895,the,real
2896,to,real
2897,cindy,fake
2898,we,real
2899,rumour,fake
2900,myjourneymyself,fake
2901,there,fake
2902,new,real
2903,on,fake
2904,thank,fake
2905,the,fake
2906,some,fake
2907,no,real
2908,young,fake
2909,dbaerwald1,real
2910,our,real
2911,a,fake
2912,when,real
2913,the,real
2914,with,fake
2915,cdc,real
2916,one,real
2917,indiafightscorona,real
2918,new,real
2919,house,fake
2920,a,fake
2921,pub,real
2922,state,real
2923,rt,real
2924,rt,real
2925,first,real
2926,a,real
2927,a,fake
2928,late,real
2929,people,fake
2930,pool,real
2931,extremely,fake
2932,testing,real
2933,say,fake
2934,covid19,fake
2935,a,fake
2936, ,real
2937,patient,real
2938,post,fake
2939,rt,real
2940,indiafightscirona,real
2941,flu,fake
2942,people,fake
2943,herd,fake
2944,say,fake
2945,our,real
2946,a,fake
2947,wonder,real
2948,news,fake
2949,indiafightscorona,real
2950,a,fake
2951,floridas,real
2952,observe,real
2953,california,real
2954,indiafightscorona,real
2955,a,fake
2956,low,real
2957, ,real
2958,for,fake
2959,watch,real
2960,our,real
2961,indiafightscorona,real
2962,covid19,fake
2963,coronavirusupdate,real
2964,a,fake
2965,indiafightscorona,real
2966,trump,fake
2967,at,real
2968,hcps,real
2969,for,real
2970,there,fake
2971,urgent,real
2972,there,real
2973,coronavirus,fake
2974,deborahzinger,real
2975,sander,fake
2976, ,real
2977,nearly,fake
2978,overall,real
2979,our,real
2980,two,real
2981,help,real
2982,bill,fake
2983,do,fake
2984,coronavirusupdates,real
2985,jessnielsen55,real
2986,the,fake
2987,chandigarh,fake
2988,indiafightscorona,real
2989,we,real
2990,yesterday,real
2991,hand,fake
2992,breathe,fake
2993,yesterday,real
2994,coronavirusupdate,real
2995,the,real
2996,video,fake
2997,a,fake
2998,new,real
2999,pcr,fake
3000,indiafightscorona,real
3001,scientist,fake
3002,pfizer,real
3003,373,real
3004,as,fake
3005,chief,fake
3006,chinese,fake
3007,indiafightscorona,real
3008,wonder,real
3009,the,real
3010,there,real
3011,in,fake
3012,today,real
3013,coronavirus,real
3014,covid19nigeria,real
3015,coronavirus,real
3016,its,real
3017,a,fake
3018,date,real
3019,twentyone,real
3020,whether,real
3021,to,real
3022,on,real
3023,hcps,real
3024,update,real
3025,for,real
3026,rt,real
3027,a,fake
3028,covid19,real
3029,claim,fake
3030,ghanas,fake
3031,the,real
3032,virus,fake
3033,west,fake
3034,rt,real
3035,justin,fake
3036,the,real
3037,there,real
3038,as,fake
3039,false,fake
3040,as,real
3041,india,fake
3042,panic,fake
3043,man,fake
3044,indiafightscorona,real
3045,notre,fake
3046,the,real
3047,new,real
3048,pregnant,real
3049,there,real
3050,we,fake
3051,in,real
3052,three,real
3053,however,real
3054,in,real
3055,covid19nigeria,real
3056,today,real
3057,in,fake
3058,ramakrishna,fake
3059,our,real
3060,indiafightscorona,real
3061,parent,real
3062,indiafightscorona,real
3063,report,fake
3064,while,real
3065,ecmo,real
3066,indiafightscorona,real
3067,false,fake
3068,the,fake
3069,say,fake
3070,rt,real
3071,594,real
3072,we,real
3073,a,fake
3074,rt,real
3075,an,fake
3076,we,fake
3077,rt,real
3078,the,real
3079,video,fake
3080,state,fake
3081,coronavirusupdates,real
3082,an,fake
3083,the,real
3084,a,fake
3085,the,fake
3086,the,real
3087,odoylecharlotte,real
3088,woman,real
3089,new,real
3090,chief,fake
3091,coronavirusupdates,real
3092,canadas,fake
3093,rt,real
3094,indiafightscorona,real
3095,rt,real
3096,rickatwsnz,real
3097,corona,fake
3098,our,real
3099,goggle,real
3100,by,fake
3101,drink,fake
3102,base,real
3103,break,fake
3104,mike,fake
3105,news,fake
3106,laboratory,real
3107,covid19,real
3108,a,fake
3109,government,fake
3110,we,fake
3111,in,fake
3112,indias,fake
3113,whatsapp,fake
3114,sadly,real
3115,unfortunately,real
3116,the,fake
3117,thecyberdagger,fake
3118,a,real
3119,coronavirusupdates,real
3120,there,real
3121,we,real
3122,peterwa97559477,real
3123,in,fake
3124,michigan,fake
3125,maharashtra,fake
3126,2,real
3127,mask,fake
3128,news,fake
3129,although,real
3130,mum,fake
3131,a,fake
3132,florida,fake
3133,the,real
3134,our,real
3135,covid19,real
3136,covid19,real
3137,child,fake
3138,video,fake
3139,anubis,fake
3140,nih,real
3141,now,real
3142,the,real
3143,rt,real
3144,brooklyn,fake
3145,in,fake
3146,rt,real
3147,our,real
3148,mother,real
3149,old,real
3150,msnbc,fake
3151,china,fake
3152,news,fake
3153,this,real
3154,tonight,real
3155,be,real
3156,mike,fake
3157,alert,real
3158,indianarmy,fake
3159,the,real
3160,indias,fake
3161,indiafightscorona,real
3162,aimim,fake
3163,health,fake
3164,she,fake
3165,just,fake
3166,nurse,fake
3167,coronavirusupdates,real
3168,there,real
3169,cra,fake
3170,the,fake
3171, ,real
3172,where,fake
3173,the,real
3174,health,fake
3175,testing,real
3176,colombia,fake
3177,country,real
3178,coronavirusupdates,real
3179,over,fake
3180,karinaclaudiob,real
3181,our,real
3182,cabinet,real
3183,fda,fake
3184,realdonaldtrump,fake
3185,summer,fake
3186,our,real
3187,trump,fake
3188,they,real
3189,orgy,fake
3190,patient,real
3191,while,real
3192,re,real
3193,rt,real
3194,resident,fake
3195,lately,fake
3196,upside,fake
3197,rt,real
3198,augusto,fake
3199,the,real
3200,new,real
3201,nhk,fake
3202,there,real
3203,as,real
3204,police,fake
3205,this,real
3206,news,fake
3207,india,fake
3208,the,fake
3209,mama,fake
3210,hcps,real
3211,a,fake
3212,seventeen,real
3213,our,real
3214,2000,fake
3215,labour,real
3216,a,real
3217,mumbai,fake
3218,dozen,fake
3219,laborday,real
3220,2,real
3221,its,real
3222,dr,fake
3223,so,fake
3224,our,real
3225,news,fake
3226,the,fake
3227,news,fake
3228,extraordinary,real
3229,we,real
3230,the,real
3231,the,fake
3232,the,real
3233,american,fake
3234,some,real
3235,famous,fake
3236,be,real
3237,the,fake
3238,coronavirusupdates,real
3239,ophthalmologist,real
3240,this,fake
3241,trump,fake
3242,a,fake
3243,colombia,fake
3244,1,fake
3245,seasonal,fake
3246,picture,fake
3247,yesterday,real
3248,therealstoryplz,real
3249,here,real
3250,muslim,fake
3251,to,real
3252,five,real
3253,here,real
3254,presssec,fake
3255,researcher,fake
3256,dyk,real
3257,cdc,real
3258,sir,real
3259,khaleesyd,fake
3260,yes,real
3261,there,real
3262,who,real
3263,tucker,fake
3264,government,real
3265,245,real
3266,our,real
3267,the,fake
3268,metformin,real
3269,no,fake
3270,coronavirusupdates,real
3271,the,real
3272,rt,real
3273,in,fake
3274,baroness,real
3275,from,real
3276,a,fake
3277,acc,real
3278,you,fake
3279,the,real
3280,pangolin,fake
3281,doctor,fake
3282,the,fake
3283,accord,fake
3284,indiafightscorona,real
3285,a,fake
3286,587,real
3287,coronavirus,real
3288,update,real
3289,say,fake
3290,another,real
3291,empty,fake
3292,trump,fake
3293,the,fake
3294,false,fake
3295,goi,real
3296,bihar,real
3297,coronavirus,fake
3298,china,fake
3299,indiafightscorona,real
3300,indiafightscorona,real
3301,tesco,fake
3302,thirtyeight,real
3303,acc,real
3304,yesterday,real
3305,canadian,fake
3306,how,fake
3307,though,real
3308,chinese,fake
3309,post,fake
3310,the,fake
3311,who,real
3312,ok,real
3313,yesterday,real
3314,coronavirus,fake
3315,two,real
3316,daily,real
3317,india,fake
3318,there,fake
3319,we,real
3320,new,real
3321,president,fake
3322,cloth,real
3323,a,fake
3324,so,fake
3325,president,fake
3326,indian,fake
3327,rt,real
3328,a,fake
3329,as,fake
3330,united,fake
3331,be,fake
3332,a,fake
3333,since,real
3334,our,real
3335,chinese,fake
3336,the,real
3337,a,fake
3338,our,real
3339,sex,fake
3340,after,real
3341,mumbai,fake
3342,of,real
3343,a,fake
3344,new,real
3345,icmr,real
3346,the,fake
3347,elon,fake
3348,today,real
3349,people,fake
3350,this,real
3351,immigrant,fake
3352,the,real
3353,azimpremji,fake
3354,shadow,real
3355,there,real
